,id,description,ingredients,categories,url
Kohlsprosseneintopf,42,"Der Kohlsprosseneintopf einiger Großmütter ist genau die richtige Mahlzeit an kalten Wintertagen. Besonders fein schmeckt er, wenn man noch Würste oder ein Stück Fleisch dazu serviert.
","{'Muskat', 'Zwiebel', 'Rosenkohl', 'Sauerrahm', 'Pfeffer', 'Petersilie', 'Speck', 'Butterschmalz', 'Salz', 'Kartoffel', 'Sahne'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Hauptspeisen', 'Oberösterreichische Küche', 'Hausmannskost', 'Rosenkohl']",https://www.kochwiki.org/wiki/Kohlsprosseneintopf
Krabbenfrikadellen,43,"Die holsteiner Krabbenfrikadellen ist ein Rezept aus dem Kochbuch der Oma des Verfassers (1942).
","{'Paniermehl', 'Zitrone', 'Cayennepfeffer', 'Nordseekrabbe', 'Endivie', 'Ei', 'Pfeffer', 'Petersilie', 'Butterschmalz', 'Salz'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Schleswig-Holsteinische Küche', 'Hauptspeisen', 'Nordseekrabbe']",https://www.kochwiki.org/wiki/Krabbenfrikadellen
Lasagne vom Oktopus mit mallorquinischem Gemüseeintopf,44,"Oktopus kommt in unseren Breiten nur sehr selten auf den Tisch. Dabei ist die Krake ein außergewöhnlich schmackhafte Meeresfrucht. Die Lasagne vom Oktopus mit mallorquinischem Gemüseeintopf ist mal eine andere Art, Lasagne zu kredenzen. Ohne Nudelteig und nicht überbacken wohl etwas besonders, aber einfach lecker.
","{'Zucchini', 'Tomate', 'Paprika', 'Pfeffer', 'Knoblauch', 'Karotte', 'Rosmarin', 'Olive', 'Gewürzthymian', 'Olivenöl', 'Chili', 'Tintenfisch', 'Basilikum', 'Sellerie', 'Tee', 'Schalotte', 'Oregano', 'Aubergine', 'Zucker', 'Bohne', 'Salz'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Mediterrane Küche', 'Tintenfisch', 'Vorspeisen', 'Hauptspeisen']",https://www.kochwiki.org/wiki/Lasagne_vom_Oktopus_mit_mallorquinischem_Gem%C3%BCseeintopf
Meeresfrüchte in Kokosmilchsauce,45,"Meeresfrüchte in Kokosmilchsauce (indonesisch: Bia Santen) ist eines der vielen Fischgerichte aus dem Inselstaat Indonesien.
","{'Kreuzkümmel', 'Limette', 'Wasser', 'Kokoscrème', 'Koriander', 'Chili', 'Laos', 'Meeresfrucht', 'Knoblauch', 'Zitronengras', 'Schalotte', 'Salz'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Meeresfrüchte', 'Hauptspeisen', 'Indonesische Küche']",https://www.kochwiki.org/wiki/Meeresfr%C3%BCchte_in_Kokosmilchsauce
Meeresfrüchtesalat,46,"Der Meeresfrüchtesalat ist ein pikantes mediterranes Hauptgericht, das bei einer Reduzierung der Menge gut auch als Vorspeise gereicht werden kann (span. Ensalada de mariscos, ital. Insalata frutti di mare).
","{'Meersalz', 'Zitrone', 'Zwiebel', 'Chili', 'Pfeffer', 'Meeresfrucht', 'Petersilie', 'Knoblauch', 'Kirschtomate', 'Olivenöl'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Hauptspeisen', 'Mediterrane Küche', 'Meeresfrüchtesalat']",https://www.kochwiki.org/wiki/Meeresfr%C3%BCchtesalat
Mit Krabben gefüllte Tomaten mit Pommes Frites,47,"Gefüllte Tomaten mit Krabben und Pommes Frites (niederl. Tomaten gevuld met garnalen; frz. Tomates crevettes frites) ist eine schmackhafte belgische Vor- oder Hauptspeise.
","{'Meersalz', 'Zitrone', 'Tomate', 'Nordseekrabbe', 'Kopfsalat', 'Ei', 'Pfeffer', 'Petersilie'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Flandrische Küche', 'Hauptspeisen', 'Vorspeisen', 'Nordseekrabbe', 'Küche der Picardie und des Nord-Pas-de-Calais']",https://www.kochwiki.org/wiki/Mit_Krabben_gef%C3%BCllte_Tomaten_mit_Pommes_Frites
Moksi alesi mit Salzfleisch und Garnelen,48,"Moksi alesi  bedeutet übersetzt gemischter Reis und stammt aus dem afrikanischen Bevölkerungsteil Surinames. Es gibt unzählige Arten der Zubereitung.
","{'Ingwer', 'Chili', 'Zwiebel', 'Garnele', 'Salzfleisch vom Rind', 'Fond', 'Kurkuma', 'Knoblauch', 'Bohne', 'Tomatenmark', 'Pak Choi'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Surinamische Küche', 'Hauptspeisen']",https://www.kochwiki.org/wiki/Moksi_alesi_mit_Salzfleisch_und_Garnelen
Nudeln mit Huhn süß-sauer,49,"Nudeln mit Huhn süß-sauer ist ein chinesisches Hauptgericht, das keine Wünsche mehr offen lässt.
","{'Ingwer', 'Zucker', 'Wasser', 'Zwiebel', 'Hühnerschenkel', 'Reisessig', 'Cashewkern', 'Karotte', 'Paprika', 'Nudel', 'Bambussprosse', 'Knoblauch', 'Salz', 'Erdnussöl', 'Tomatenmark', 'Sojasauce', 'Stärkemehl'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Chinesische Küche', 'Hauptspeisen']",https://www.kochwiki.org/wiki/Nudeln_mit_Huhn_s%C3%BC%C3%9F-sauer
Panierte Bohnenpäckchen,50,"Grüne Bohnen im Speckmantel kennt jeder, sie sind eine ideale Beilage zu vielen Gerichten.
Man kann die Bohnen mit 2 kleinen Tricks viel schmackhafter machen. Einfach etwas Käse mit einwickeln und das ganze Panieren, schon hat man Panierte Bohnenpäckchen.
","{'Meersalz', 'Eisbergsalat', 'Gartenbohne', 'Ei', 'Pfeffer', 'Gouda', 'Butter', 'Kürbis', 'Frühstücksspeck', 'Sonnenblumenöl'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Hauptspeisen', 'Beilagen', 'Bohnengemüse', 'Käse']",https://www.kochwiki.org/wiki/Panierte_Bohnenp%C3%A4ckchen
Paprikatopf,51,"Dieser Paprikatopf entstand eigentlich aus Faulheit. Man könnte dieses Rezept auch „Gefüllte Paprikaschoten für Faule“ nennen. Einhundert Gramm zubereiteter Paprikatopf enthalten nur 470 kcal.
","{'Meersalz', 'Putenhackfleisch', 'Zwiebel', 'Paprika', 'Ei', 'Pfeffer', 'Leinöl', 'Milch', 'Stärkemehl'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Abendessen', 'Diätgerichte', 'Hauptspeisen', 'Paprika']",https://www.kochwiki.org/wiki/Paprikatopf
Pfifferlinge auf Brot,52,"Pfifferlinge auf Brot sind ein herbstliches Gericht. Man verwendet es wie Rührei, aber es ist viel besser.
","{'Pfifferling', 'Zwiebel', 'Kürbiskern', 'Eisbergsalat', 'Ei', 'Butter', 'Pfeffer', 'Speck', 'Salz', 'Brot', 'Schnittlauch'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Deutsche Küche', 'Hauptspeisen', 'Pfifferlinge', 'Eierspeisen', 'Abendessen']",https://www.kochwiki.org/wiki/Pfifferlinge_auf_Brot
Pilze mit Kichererbsen,53,"In der katalanischen Küche spielen Pilze eine große Rolle. Es gibt viele unterschiedliche Gerichte. Hier die Pilze mit Kichererbsen.
","{'Zwiebel', 'Brühe', 'Pfeffer', 'Natron', 'Petersilie', 'Kichererbse', 'Knoblauch', 'Salz', 'Olivenöl'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Pilze', 'Katalanische Küche', 'Hauptspeisen', 'Kichererbse']",https://www.kochwiki.org/wiki/Pilze_mit_Kichererbsen
Pilztöpfchen,54,"Pilztöpfchen sind eine edles, herbstliches Gericht mit einem leicht mediterranen Touch. Als hochklassige Vorspeise und als Hauptgericht mit entsprechenden Beilagen zu genießen.
","{'Pfifferling', 'Meersalz', 'Zwiebel', 'Butter', 'Schweinefilet', 'Pfeffer', 'Mozzarella', 'Knoblauch', 'Olivenöl'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Mediterrane Küche', 'Hauptspeisen']",https://www.kochwiki.org/wiki/Pilzt%C3%B6pfchen
Pochierte Eier mit Spinat,55,"Pochierte Eier mit Spinat sind eine schnelle, leichte und einfach herzustellende Hauptspeise. Es ist wahrscheinlich mehr für Erwachsene geeignet, weil Kinder in der Regel keinen Spinat mögen. Die Paprika bringt den Pfiff, den man sonst nicht hätte.
","{'Chili', 'Wasser', 'Paprika', 'Ei', 'Pfeffer', 'Essig', 'Brühwürfel', 'Spinat', 'Knoblauch', 'Salz', 'Sahne'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Hauptspeisen', 'Pochierte Eier', 'Spinat']",https://www.kochwiki.org/wiki/Pochierte_Eier_mit_Spinat
Quiche mit Spargel und Schinken,56,"Eine Quiche einmal anders. Aber deshalb nicht schlechter. Das ist ein schönes Rezept, das den Begriff Pizza einmal anders aussehen lässt. Dies ist Quiche mit Spargel und Schinken.
","{'Zucker', 'Muskat', 'Majoran', 'Katenrauchschinken', 'Weizenmehl', 'Ei', 'Butter', 'Pfeffer', 'Spargel', 'Milch', 'Salz'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Hauptspeisen', 'Partyrezepte', 'Abendessen', 'Vorspeisen']",https://www.kochwiki.org/wiki/Quiche_mit_Spargel_und_Schinken
Quinoaküchle,57,"Die Quinoaküchle, Quinoafrikadellen oder Quinoalaibchen sind wohlschmeckende Frikadellen mit einem Vollkornanteil. 
","{'Zwiebel', 'Cayennepfeffer', 'Majoran', 'Ei', 'Pfeffer', 'Hackfleisch', 'Quinoa', 'Knoblauch', 'Karotte', 'Butterschmalz', 'Salz'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Hauptspeisen', 'Südamerikanische Küche']",https://www.kochwiki.org/wiki/Quinoak%C3%BCchle
Rindfleisch mit Zuckerschoten,58,"Rindfleisch mit Zuckerschoten ist ein schönes, chinesisches Gericht, sehr auf die europäische Zunge zugeschnitten.
","{'Zitrone', 'Koriander', 'Sesamöl', 'Kaiserschote', 'Bambussprosse', 'Knoblauch', 'Rumpsteak', 'Sojasauce', 'Ketchup'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Chinesische Küche', 'Hauptspeisen']",https://www.kochwiki.org/wiki/Rindfleisch_mit_Zuckerschoten
Salat mit Ziegenkäse,59,"Der Salat mit Ziegenkäse (frz. Salade au chèvre chaud) ist ein sehr schmackhafter Salat aus der Provençe im sonnigen Südens Frankreichs.
","{'Frühstücksspeck', 'Löffelbiskuit', 'Mehl', 'Weißbrot', 'Ei', 'Knoblauch', 'Senf', 'Salz', 'Olivenöl'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Provenzalische Küche', 'Hauptspeisen', 'Ziegenkäsesalat']",https://www.kochwiki.org/wiki/Salat_mit_Ziegenk%C3%A4se
Sauerkraut-Kasslerauflauf,60,"Der  Sauerkraut-Kasslerauflauf bzw.   Sauerkraut-Kasselerauflauf ist ein kräftiges Gericht stammt vom zukünftigen Schwager des Verfassers aus der Lausitz.
","{'Emmentaler', 'Zwiebel', 'Piment', 'Sauerkraut', 'Kümmel', 'Lorbeer', 'Ei', 'Butter', 'Kloß', 'Pfeffer', 'Kasseler', 'Wacholder', 'Salz', 'Schmand'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Deutsche Küche', 'Hauptspeisen', 'Sauerkraut']",https://www.kochwiki.org/wiki/Sauerkraut-Kasslerauflauf
Saure Flädle,61,"Saure Flädle sind ein typisches schwäbisches Gericht.
","{'Meersalz', 'Rotweinessig', 'Mehl', 'Zwiebel', 'Majoran', 'Lorbeer', 'Eisbergsalat', 'Butter', 'Pfeffer', 'Petersilie', 'Gewürznelke', 'Schalotte', 'Butterschmalz'}","['Schwierigkeit leicht', 'Rezepte mit Alkohol', 'Schwäbische Küche', 'Hauptspeisen', 'Pfannkuchen']",https://www.kochwiki.org/wiki/Saure_Fl%C3%A4dle
Saure Kartoffelrädle,62,"Saure Kartoffelrädle (Braunsaure, saure Rädle, saure Radfahrer) ist ein schmackhaftes schwäbisches ""arme Leut'""-Essen.
","{'Rotweinessig', 'Mehl', 'Leberwurst', 'Lorbeer', 'Butter', 'Pfeffer', 'Gewürznelke', 'Schalotte', 'Salz'}","['Schwierigkeit leicht bis mittel', 'Rezepte mit Alkohol', 'Schwäbische Küche', 'Hauptspeisen', 'Kartoffel']",https://www.kochwiki.org/wiki/Saure_Kartoffelr%C3%A4dle
Scaloppine al limone,63,"Kalbsschnitzel in Zitronensauce ist ein klassisches, italienisches Rezept aus der Lombardei.
","{'Schnitzel', 'Zitrone', 'Weizenmehl', 'Butter', 'Pfeffer', 'Nudel', 'Petersilie', 'Salz', 'Olivenöl'}","['Schwierigkeit leicht', 'Rezepte mit Alkohol', 'Lombardische Küche', 'Hauptspeisen']",https://www.kochwiki.org/wiki/Scaloppine_al_limone
Schinken-Pfannkuchen,64,"Eine nicht alltägliche aber leckere Art Pfannkuchen zu bereiten ist der Schinken-Pfannkuchen.
","{'Kochschinken', 'Mehl', 'Wasser', 'Ei', 'Pfeffer', 'Gouda', 'Butter', 'Milch', 'Salz'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Hauptspeisen', 'Pfannkuchen']",https://www.kochwiki.org/wiki/Schinken-Pfannkuchen
Schmorgurken mit Speck,65,"Schmorgurke ist ein Gericht, das unter anderem aus Ostpreußen stammt und auch als typisch für die Berliner Küche gilt. Viele Menschen sind bei dem Gedanken an geschmorte Gurken erstmal skeptisch und auch der säuerliche Geschmack ist nicht Jedermanns Sache; probiert sollte man es aber einmal haben.
","{'Rosine', 'Sahne', 'Zwiebel', 'Bauchspeck', 'Pfeffer', 'Gurke', 'Dill', 'Senf', 'Salz', 'Weißweinessig'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Vorspeisen', 'Hauptspeisen', 'Beilagen', 'Gurke', 'Berliner Küche']",https://www.kochwiki.org/wiki/Schmorgurken_mit_Speck
Schwäbische Krautkrapfen,66,"Schwäbische Krautkrapfen ist eine deftige schwäbische und Allgäuer Spezialität.
","{'Wasser', 'Zwiebel', 'Sauerkraut', 'Weizenmehl', 'Lorbeer', 'Pfeffer', 'Butter', 'Wacholder', 'Speck', 'Salz'}","['Schwierigkeit leicht', 'Rezepte mit Alkohol', 'Schwäbische Küche', 'Bayerische Küche', 'Hauptspeisen', 'Sauerkraut']",https://www.kochwiki.org/wiki/Schw%C3%A4bische_Krautkrapfen
Schwarzer Mehlbeutel,67,"Der schwarze Mehlbeutel ist ein Rezept aus dem Kochbuch der Oma des Verfassers.
","{'Rosine', 'Bauchspeck', 'Weizenmehl', 'Ei', 'Butter', 'Milch', 'Blut', 'Salz', 'Sirup'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Schleswig-Holsteinische Küche', 'Hauptspeisen']",https://www.kochwiki.org/wiki/Schwarzer_Mehlbeutel
Schweinefilets mit mediterranem Gemüse,68,"Für ein schönes Dinner zu zweit eignet sich das Schweinefilet mit mediterranem Gemüse. das Gericht kann man recht einfach herstellen und ist sehr lecker. 
","{'Zucker', 'Zwiebel', 'Wasser', 'Tomate', 'Schweinefleisch', 'Pfeffer', 'Butter', 'Kaiserschote', 'Petersilie', 'Knoblauch', 'Salz'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Hauptspeisen', 'Mediterrane Küche']",https://www.kochwiki.org/wiki/Schweinefilets_mit_mediterranem_Gem%C3%BCse
Schweinefleisch mit Äpfeln,69,"Schweinefleisch mit Äpfeln ist ein einfaches chinesisches Gericht, das schnell zubereitet ist und auch Kindern sehr gut schmeckt.
","{'Mehl', 'Koriander', 'Cayennepfeffer', 'Schweinefleisch', 'Paprika', 'Pfeffer', 'Apfel', 'Karotte', 'Butterschmalz', 'Apfelsaft', 'Salz'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Chinesische Küche', 'Hauptspeisen']",https://www.kochwiki.org/wiki/Schweinefleisch_mit_%C3%84pfeln
Schweinefleisch Szechuan-Art mit Paprika,70,"Schweinefleisch Szechuan-Art mit Paprika ist ein chinesisches Hauptgericht. Es ist in seiner Heimat sehr, sehr scharf. Diese Version ist für europäische Zungen gemacht und sehr mild.
","{'Chili', 'Wasser', 'Zucchini', 'Paprika', 'Karotte', 'Schweinefilet', 'Essig', 'Lauch', 'Erdnussöl', 'Salz', 'Sojasauce', 'Stärkemehl'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Chinesische Küche', 'Hauptspeisen']",https://www.kochwiki.org/wiki/Schweinefleisch_Szechuan-Art_mit_Paprika
Seppioline mit gedünsteter Ananas in Kurkuma-Kokosmilch,71,"Dieses Rezept ist ein Hausrezept, bestehend aus Seppioline (kleinen Tintenfischen) und einer Reihe asiatischer Zutaten und Gewürze. Es eignet sich für Hauptgänge oder auch optional in kleinerer Portionierung als Startergericht.
","{'Zwiebel', 'Wasser', 'Kokosmilch', 'Ananas', 'Pfeffer', 'Kurkuma', 'Tintenfisch', 'Salz', 'Olivenöl'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Hauptspeisen', 'Vorspeisen', 'Tintenfisch', 'Kokosmilch']",https://www.kochwiki.org/wiki/Seppioline_mit_ged%C3%BCnsteter_Ananas_in_Kurkuma-Kokosmilch
Shanghai Garnelen,72,"Shanghai Garnelen sind ein einfaches chinesisches Hauptgericht, das durch Ananas und Mango sehr fruchtig ist.
","{'Chinakohl', 'Zucker', 'Zitrone', 'Chili', 'Garnele', 'Zwiebel', 'Tomate', 'Paprika', 'Ananas', 'Sesamöl', 'Essig', 'Pfeffer', 'Knoblauch', 'Karotte', 'Salz', 'Sojasauce', 'Mango', 'Ketchup'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Chinesische Küche', 'Hauptspeisen', 'Wok-Küche']",https://www.kochwiki.org/wiki/Shanghai_Garnelen
Sizilianische Reisbällchen,73,"Sizilianische Reisbällchen (ital.: Arancine) sind eine gut sättigende Beilage oder ein eigenständiges Gericht. Im zweiten Fall sollte man allerdings eine Sauce dazu reichen, sie sind sonst sehr trocken. Bei unserem Silvestermenü konnten wir das durch reichlich Wein ausgleichen.
","{'Paniermehl', 'Mehl', 'Huhn', 'Rinderhackfleisch', 'Zwiebel', 'Ei', 'Sellerie', 'Salz', 'Salbei', 'Oregano', 'Parmesan', 'Olivenöl'}","['Schwierigkeit mittel bis schwierig', 'Rezepte ohne Alkohol', 'Sizilianische Küche', 'Beilagen', 'Hauptspeisen']",https://www.kochwiki.org/wiki/Sizilianische_Reisb%C3%A4llchen
Spargel aus dem Ofen,74,"Spargel aus Ofen  ist sehr leicht zuzubereiten und eine leckere Vorspeise oder mit Beilagen zusammen ein Hauptgericht. 
","{'Zitrone', 'Zucker', 'Butter', 'Pfeffer', 'Spargel', 'Schinken', 'Salz', 'Kartoffel', 'Estragon'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Hauptspeisen', 'Spargel', 'Beilagen']",https://www.kochwiki.org/wiki/Spargel_aus_dem_Ofen
Spargel im Pfannkuchenmantel,75,"Das Rezept Spargel im Pfannkuchenmantel heißt im Original des Chefkochs des Erfurter Evangelischen Augustinerklosters Kutzlebener Spargel im Pfannkuchen mit Kressesoße. Ob hierbei in historischer Zeit die Ordensbrüder oder die Adligen von Kutzleben maßgeblichen Anteil hatten, ist leider nicht überliefert; aber auch ohne das Wissen um die Geschichte des Rezeptes ist es eine eigenwillige, schmackhafte Spargelrezeptvariante.
","{'Kochschinken', 'Mehl', 'Zitrone', 'Gartenkresse', 'Zucker', 'Tomate', 'Ei', 'Butter', 'Pfeffer', 'Spargel', 'Milch', 'Salz', 'Sonnenblumenöl', 'Schnittlauch', 'Sahne'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Hauptspeisen', 'Spargel']",https://www.kochwiki.org/wiki/Spargel_im_Pfannkuchenmantel
Süß-saure Chinapfanne,76,"Die süß-saure Chinapfanne ist ein der chinesischen Küche nachempfundenes Gericht, das auch für europäische Zungen sehr schmackhaft ist.
","{'Paprika', 'Essig', 'Karotte', 'Champignon', 'Mais', 'Sojasauce', 'Sesamöl', 'Huhn', 'Garnele', 'Bambussprosse', 'Brokkoli', 'Chinakohl', 'Sellerie', 'Wasserkastanie', 'Zucker', 'Zwiebel', 'Kaiserschote', 'Ingwer', 'Salz'}","['Schwierigkeit leicht bis mittel', 'Rezepte mit Alkohol', 'Chinesische Küche', 'Hauptspeisen']",https://www.kochwiki.org/wiki/S%C3%BC%C3%9F-saure_Chinapfanne
Tempura,77,"Tempura sind japanische Happen, die in einer Hülle aus Tempurateig in heißem Öl (140 bis 190 °C) frittiert werden, bis die Hülle knusprig und goldbraun ist. Zum Frittieren eignen sich verschiedene Fleisch-, Fisch-, Pilz- und Gemüsesorten und Meeresfrüchte, sowie Samenkeime, wie zum Beispiel Sojasprossen. Voraussetzung für ein gutes Ergebnis sind frische Zutaten. Dieses Rezept beinhaltet auch ein Rezept für eine einfache Dip-Sauce.
","{'Mirin', 'Reismehl', 'Wasser', 'Garnele', 'Shiitake', 'Zucchini', 'Weizenmehl', 'Ei', 'Rettich', 'Ingwer', 'Salz', 'Sojasauce'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Japanische Küche', 'Hauptspeisen']",https://www.kochwiki.org/wiki/Tempura
Thymian-Reisbällchen,78,"Thymian-Reisbällchen ist eine sehr leckere vegetarische Buletten-Variante, die selbst eingefleischte Fleischliebhaber zu überzeugen vermag. Sie eignet sich besonders als Hauptgericht mit Gemüsebeilagen o. ä., weniger (geht aber notfalls auch) als Brotzeit mit Senf.
","{'Paniermehl', 'Emmentaler', 'Ei', 'Pfeffer', 'Gouda', 'Gewürzthymian', 'Butterkäse', 'Salz'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Deutsche Küche', 'Frikadellen', 'Hauptspeisen', 'Hausmannskost', 'Kinderküche', 'Partyrezepte', 'Reis', 'Vegetarische Hauptspeise']",https://www.kochwiki.org/wiki/Thymian-Reisb%C3%A4llchen
Überbackene Kräutereier,79,"Überbackene Kräutereier sind eine willkommene Abwechslung zum österlichen Ei(nerlei). Sehr frisch und schön nach Sonne und Frühling schmecken sie.
","{'Zitrone', 'Ei', 'Pfeffer', 'Butter', 'Petersilie', 'Crème fraîche', 'Kerbel', 'Basilikum', 'Senf', 'Schalotte', 'Salz', 'Estragon'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Hauptspeisen', 'Gekochte Eier', 'Osterküche']",https://www.kochwiki.org/wiki/%C3%9Cberbackene_Kr%C3%A4utereier
Überbackener Lauch,80,"Überbackener Lauch (frz. Gratin au poireaux) ist ein typisch belgisches Rezept.
","{'Zitrone', 'Wasser', 'Butter', 'Pfeffer', 'Lauch', 'Schinken', 'Salz'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Belgische Küche', 'Hauptspeisen', 'Lauch', 'Hartkäse']",https://www.kochwiki.org/wiki/%C3%9Cberbackener_Lauch
Winzerkartoffeln,81,"Die Winzerkartoffeln ist ein herzhaftes wunderbares Winteressen.
","{'Butter', 'Pfeffer', 'Speck', 'Knoblauch', 'Kartoffel', 'Olivenöl'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Hauptspeisen', 'Kartoffel']",https://www.kochwiki.org/wiki/Winzerkartoffeln
Wirsinggemüse nach süddeutscher Art,82,"Wirsinggemüse nach süddeutscher Art ist ein etwas derbes Wintergericht, wer es einmal gegessen hat, wird es wieder genießen wollen. Wirsing ist in der Küche sehr vielseitig verwendbar, da seine Blätter zarter sind als die der meisten anderen Kohlsorten. Die inneren, hellen Blätter sind schon nach kurzer Zeit gar und können als Gemüsebeilage oder Suppeneinlage verwendet werden. Für feine Gerichte sollte der Frühwirsing und für Eintöpfe der Herbstwirsing verwendet werden.
","{'Muskat', 'Gewürzgurke', 'Pfeffer', 'Wirsing', 'Rindfleisch', 'Salz', 'Sojasauce'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Hauptspeisen', 'Wirsingkohl', 'Schwäbische Küche']",https://www.kochwiki.org/wiki/Wirsinggem%C3%BCse_nach_s%C3%BCddeutscher_Art
