,id,description,ingredients,categories,url
Knackwurstkrapferl,41,"Knackwurstkrapferl nach Manfred Buchinger, original mit gekochtem Krautsalat als Beilage. Der Haubenkoch Buchinger führt heute im Weinvierteler Wolkersdorf das Restaurant ""Zur alten Schule"".
","{'Ei', 'Bockwurst', 'Petersilie', 'Milch', 'Sodawasser', 'Weizenmehl', 'Salz', 'Muskat', 'Pflanzliche Öle'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Niederösterreichische Küche', 'Hauptspeisen']",https://www.kochwiki.org/wiki/Knackwurstkrapferl
Kohlsprosseneintopf,42,"Der Kohlsprosseneintopf einiger Großmütter ist genau die richtige Mahlzeit an kalten Wintertagen. Besonders fein schmeckt er, wenn man noch Würste oder ein Stück Fleisch dazu serviert.
","{'Speck', 'Sauerrahm', 'Sahne', 'Gemüsebrühe', 'Kartoffel', 'Petersilie', 'Pfeffer', 'Butterschmalz', 'Salz', 'Muskat', 'Rosenkohl', 'Zwiebel'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Hauptspeisen', 'Oberösterreichische Küche', 'Hausmannskost', 'Rosenkohl']",https://www.kochwiki.org/wiki/Kohlsprosseneintopf
Krabbenfrikadellen,43,"Die holsteiner Krabbenfrikadellen ist ein Rezept aus dem Kochbuch der Oma des Verfassers (1942).
","{'Paniermehl', 'Ei', 'Petersilie', 'Pfeffer', 'Butterschmalz', 'Nordseekrabbe', 'Salz', 'Zitrone'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Schleswig-Holsteinische Küche', 'Hauptspeisen', 'Nordseekrabbe']",https://www.kochwiki.org/wiki/Krabbenfrikadellen
Lasagne vom Oktopus mit mallorquinischem Gemüseeintopf,44,"Oktopus kommt in unseren Breiten nur sehr selten auf den Tisch. Dabei ist die Krake ein außergewöhnlich schmackhafte Meeresfrucht. Die Lasagne vom Oktopus mit mallorquinischem Gemüseeintopf ist mal eine andere Art, Lasagne zu kredenzen. Ohne Nudelteig und nicht überbacken wohl etwas besonders, aber einfach lecker.
","{'Zucchini', 'Chili', 'Knoblauch', 'Paprika', 'Zucker', 'Oregano', 'Basilikum', 'Tomate', 'Olive', 'Gewürzthymian', 'Pfeffer', 'Aubergine', 'Rosmarin', 'Olivenöl', 'Sellerie', 'Karotte', 'Fischfond', 'Bohne', 'Tintenfisch', 'Salz', 'Tee', 'Schalotte'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Mediterrane Küche', 'Tintenfisch', 'Vorspeisen', 'Hauptspeisen']",https://www.kochwiki.org/wiki/Lasagne_vom_Oktopus_mit_mallorquinischem_Gem%C3%BCseeintopf
Meeresfrüchte in Kokosmilchsauce,45,"Meeresfrüchte in Kokosmilchsauce (indonesisch: Bia Santen) ist eines der vielen Fischgerichte aus dem Inselstaat Indonesien.
","{'Schalotte', 'Pflanzliche Öle', 'Kreuzkümmel', 'Kokoscrème', 'Chili', 'Knoblauch', 'Koriander', 'Salz', 'Meeresfrucht', 'Wasser', 'Zitronengras', 'Laos', 'Limette'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Meeresfrüchte', 'Hauptspeisen', 'Indonesische Küche']",https://www.kochwiki.org/wiki/Meeresfr%C3%BCchte_in_Kokosmilchsauce
Meeresfrüchtesalat,46,"Der Meeresfrüchtesalat ist ein pikantes mediterranes Hauptgericht, das bei einer Reduzierung der Menge gut auch als Vorspeise gereicht werden kann (span. Ensalada de mariscos, ital. Insalata frutti di mare).
","{'Salat', 'Meersalz', 'Chili', 'Petersilie', 'Knoblauch', 'Pfeffer', 'Kirschtomate', 'Meeresfrucht', 'Zitrone', 'Olivenöl', 'Zwiebel'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Hauptspeisen', 'Mediterrane Küche', 'Meeresfrüchtesalat']",https://www.kochwiki.org/wiki/Meeresfr%C3%BCchtesalat
Mit Krabben gefüllte Tomaten mit Pommes Frites,47,"Gefüllte Tomaten mit Krabben und Pommes Frites (niederl. Tomaten gevuld met garnalen; frz. Tomates crevettes frites) ist eine schmackhafte belgische Vor- oder Hauptspeise.
","{'Tomate', 'Mayonnaise', 'Kopfsalat', 'Ei', 'Meersalz', 'Petersilie', 'Pfeffer', 'Nordseekrabbe', 'Zitrone'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Flandrische Küche', 'Hauptspeisen', 'Vorspeisen', 'Nordseekrabbe', 'Küche der Picardie und des Nord-Pas-de-Calais']",https://www.kochwiki.org/wiki/Mit_Krabben_gef%C3%BCllte_Tomaten_mit_Pommes_Frites
Moksi alesi mit Salzfleisch und Garnelen,48,"Moksi alesi  bedeutet übersetzt gemischter Reis und stammt aus dem afrikanischen Bevölkerungsteil Surinames. Es gibt unzählige Arten der Zubereitung.
","{'Kurkuma', 'Bohne', 'Pak Choi', 'Chili', 'Knoblauch', 'Reissorten', 'Salzfleisch vom Rind', 'Ingwer', 'Garnele', 'Pflanzliche Öle', 'Fond', 'Zwiebel', 'Tomatenmark'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Surinamische Küche', 'Hauptspeisen']",https://www.kochwiki.org/wiki/Moksi_alesi_mit_Salzfleisch_und_Garnelen
Nudeln mit Huhn süß-sauer,49,"Nudeln mit Huhn süß-sauer ist ein chinesisches Hauptgericht, das keine Wünsche mehr offen lässt.
","{'Erdnussöl', 'Karotte', 'Nudel', 'Hühnerschenkel', 'Bambussprosse', 'Knoblauch', 'Stärkemehl', 'Reisessig', 'Sojasauce', 'Salz', 'Zucker', 'Paprika', 'Cashewkern', 'Ingwer', 'Wasser', 'Zwiebel', 'Tomatenmark'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Chinesische Küche', 'Hauptspeisen']",https://www.kochwiki.org/wiki/Nudeln_mit_Huhn_s%C3%BC%C3%9F-sauer
Panierte Bohnenpäckchen,50,"Grüne Bohnen im Speckmantel kennt jeder, sie sind eine ideale Beilage zu vielen Gerichten.
Man kann die Bohnen mit 2 kleinen Tricks viel schmackhafter machen. Einfach etwas Käse mit einwickeln und das ganze Panieren, schon hat man Panierte Bohnenpäckchen.
","{'Butter', 'Frühstücksspeck', 'Meersalz', 'Ei', 'Gouda', 'Gartenbohne', 'Zubereitung:Paniermehl herstellen', 'Pfeffer', 'Sonnenblumenöl'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Hauptspeisen', 'Beilagen', 'Bohnengemüse', 'Käse']",https://www.kochwiki.org/wiki/Panierte_Bohnenp%C3%A4ckchen
Paprikatopf,51,"Dieser Paprikatopf entstand eigentlich aus Faulheit. Man könnte dieses Rezept auch „Gefüllte Paprikaschoten für Faule“ nennen. Einhundert Gramm zubereiteter Paprikatopf enthalten nur 470 kcal.
","{'Meersalz', 'Ei', 'Gemüsebrühe', 'Putenhackfleisch', 'Zubereitung:Paniermehl herstellen', 'Stärkemehl', 'Milch', 'Pfeffer', 'Leinöl', 'Paprika', 'Zwiebel', 'Tomatenmark'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Abendessen', 'Diätgerichte', 'Hauptspeisen', 'Paprika']",https://www.kochwiki.org/wiki/Paprikatopf
Pfifferlinge auf Brot,52,"Pfifferlinge auf Brot sind ein herbstliches Gericht. Man verwendet es wie Rührei, aber es ist viel besser.
","{'Kürbiskern', 'Speck', 'Butter', 'Brot', 'Ei', 'Pfeffer', 'Schnittlauch', 'Pfifferling', 'Salz', 'Pflanzliche Öle', 'Zwiebel'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Deutsche Küche', 'Hauptspeisen', 'Pfifferlinge', 'Eierspeisen', 'Abendessen']",https://www.kochwiki.org/wiki/Pfifferlinge_auf_Brot
Pilze mit Kichererbsen,53,"In der katalanischen Küche spielen Pilze eine große Rolle. Es gibt viele unterschiedliche Gerichte. Hier die Pilze mit Kichererbsen.
","{'Brühe', 'Petersilie', 'Knoblauch', 'Pfeffer', 'Pilzsorten', 'Kichererbse', 'Salz', 'Olivenöl', 'Zwiebel'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Pilze', 'Katalanische Küche', 'Hauptspeisen', 'Kichererbse']",https://www.kochwiki.org/wiki/Pilze_mit_Kichererbsen
Pilztöpfchen,54,"Pilztöpfchen sind eine edles, herbstliches Gericht mit einem leicht mediterranen Touch. Als hochklassige Vorspeise und als Hauptgericht mit entsprechenden Beilagen zu genießen.
","{'Butter', 'Meersalz', 'Knoblauch', 'Pfeffer', 'Kräuter und Gewürze', 'Pfifferling', 'Mozzarella', 'Schweinefilet', 'Olivenöl', 'Zwiebel'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Mediterrane Küche', 'Hauptspeisen']",https://www.kochwiki.org/wiki/Pilzt%C3%B6pfchen
Pochierte Eier mit Spinat,55,"Pochierte Eier mit Spinat sind eine schnelle, leichte und einfach herzustellende Hauptspeise. Es ist wahrscheinlich mehr für Erwachsene geeignet, weil Kinder in der Regel keinen Spinat mögen. Die Paprika bringt den Pfiff, den man sonst nicht hätte.
","{'Ei', 'Brühwürfel', 'Sahne', 'Chili', 'Essig', 'Knoblauch', 'Pfeffer', 'Salz', 'Paprika', 'Pflanzliche Öle', 'Wasser', 'Spinat'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Hauptspeisen', 'Pochierte Eier', 'Spinat']",https://www.kochwiki.org/wiki/Pochierte_Eier_mit_Spinat
Quiche mit Spargel und Schinken,56,"Eine Quiche einmal anders. Aber deshalb nicht schlechter. Das ist ein schönes Rezept, das den Begriff Pizza einmal anders aussehen lässt. Dies ist Quiche mit Spargel und Schinken.
","{'Butter', 'Majoran', 'Ei', 'Katenrauchschinken', 'Milch', 'Pfeffer', 'Spargel', 'Salz', 'Weizenmehl', 'Zucker', 'Muskat'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Hauptspeisen', 'Partyrezepte', 'Abendessen', 'Vorspeisen']",https://www.kochwiki.org/wiki/Quiche_mit_Spargel_und_Schinken
Quinoaküchle,57,"Die Quinoaküchle, Quinoafrikadellen oder Quinoalaibchen sind wohlschmeckende Frikadellen mit einem Vollkornanteil. 
","{'Karotte', 'Majoran', 'Ei', 'Gemüsebrühe', 'Knoblauch', 'Pfeffer', 'Quinoa', 'Butterschmalz', 'Salz', 'Cayennepfeffer', 'Hackfleisch', 'Zwiebel'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Hauptspeisen', 'Südamerikanische Küche']",https://www.kochwiki.org/wiki/Quinoak%C3%BCchle
Rindfleisch mit Zuckerschoten,58,"Rindfleisch mit Zuckerschoten ist ein schönes, chinesisches Gericht, sehr auf die europäische Zunge zugeschnitten.
","{'Ketchup', 'Bambussprosse', 'Rumpsteak', 'Knoblauch', 'Koriander', 'Sojasauce', 'Kaiserschote', 'Sesamöl', 'Pflanzliche Öle', 'Zitrone'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Chinesische Küche', 'Hauptspeisen']",https://www.kochwiki.org/wiki/Rindfleisch_mit_Zuckerschoten
Salat mit Ziegenkäse,59,"Der Salat mit Ziegenkäse (frz. Salade au chèvre chaud) ist ein sehr schmackhafter Salat aus der Provençe im sonnigen Südens Frankreichs.
","{'Salat', 'Frühstücksspeck', 'Senf', 'Mehl', 'Ei', 'Ziegenkäse', 'Knoblauch', 'Salz', 'Weißbrot', 'Olivenöl', 'Löffelbiskuit'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Provenzalische Küche', 'Hauptspeisen', 'Ziegenkäsesalat']",https://www.kochwiki.org/wiki/Salat_mit_Ziegenk%C3%A4se
Sauerkraut-Kasslerauflauf,60,"Der  Sauerkraut-Kasslerauflauf bzw.   Sauerkraut-Kasselerauflauf ist ein kräftiges Gericht stammt vom zukünftigen Schwager des Verfassers aus der Lausitz.
","{'Butter', 'Schmand', 'Wacholder', 'Lorbeer', 'Ei', 'Emmentaler', 'Piment', 'Kümmel', 'Pfeffer', 'Salz', 'Sauerkraut', 'Kasseler', 'Kloß', 'Zwiebel'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Deutsche Küche', 'Hauptspeisen', 'Sauerkraut']",https://www.kochwiki.org/wiki/Sauerkraut-Kasslerauflauf
Saure Flädle,61,"Saure Flädle sind ein typisches schwäbisches Gericht.
","{'Butter', 'Lorbeer', 'Flädleteig', 'Mehl', 'Majoran', 'Meersalz', 'Rinderbrühe', 'Petersilie', 'Pfeffer', 'Butterschmalz', 'Rotweinessig', 'Gewürznelke', 'Schalotte', 'Zwiebel', 'Rotwein'}","['Schwierigkeit leicht', 'Rezepte mit Alkohol', 'Schwäbische Küche', 'Hauptspeisen', 'Pfannkuchen']",https://www.kochwiki.org/wiki/Saure_Fl%C3%A4dle
Saure Kartoffelrädle,62,"Saure Kartoffelrädle (Braunsaure, saure Rädle, saure Radfahrer) ist ein schmackhaftes schwäbisches ""arme Leut'""-Essen.
","{'Butter', 'Mehl', 'Rinderbrühe', 'Pfeffer', 'Salz', 'Rotweinessig', 'Gewürznelke', 'Schalotte', 'Lorbeer', 'Pellkartoffeln', 'Rotwein'}","['Schwierigkeit leicht bis mittel', 'Rezepte mit Alkohol', 'Schwäbische Küche', 'Hauptspeisen', 'Kartoffel']",https://www.kochwiki.org/wiki/Saure_Kartoffelr%C3%A4dle
Scaloppine al limone,63,"Kalbsschnitzel in Zitronensauce ist ein klassisches, italienisches Rezept aus der Lombardei.
","{'Butter', 'Zubereitung:Zitronenabrieb', 'Petersilie', 'Pfeffer', 'Weizenmehl', 'Salz', 'Weißwein', 'Schnitzel', 'Zitrone', 'Olivenöl'}","['Schwierigkeit leicht', 'Rezepte mit Alkohol', 'Lombardische Küche', 'Hauptspeisen']",https://www.kochwiki.org/wiki/Scaloppine_al_limone
Schinken-Pfannkuchen,64,"Eine nicht alltägliche aber leckere Art Pfannkuchen zu bereiten ist der Schinken-Pfannkuchen.
","{'Butter', 'Mehl', 'Ei', 'Gouda', 'Milch', 'Pfeffer', 'Salz', 'Kochschinken', 'Wasser'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Hauptspeisen', 'Pfannkuchen']",https://www.kochwiki.org/wiki/Schinken-Pfannkuchen
Schmorgurken mit Speck,65,"Schmorgurke ist ein Gericht, das unter anderem aus Ostpreußen stammt und auch als typisch für die Berliner Küche gilt. Viele Menschen sind bei dem Gedanken an geschmorte Gurken erstmal skeptisch und auch der säuerliche Geschmack ist nicht Jedermanns Sache; probiert sollte man es aber einmal haben.
","{'Weißweinessig', 'Bauchspeck', 'Sahne', 'Gurke', 'Pfeffer', 'Dill', 'Salz', 'Pflanzliche Öle', 'Zwiebel'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Vorspeisen', 'Hauptspeisen', 'Beilagen', 'Gurke', 'Berliner Küche']",https://www.kochwiki.org/wiki/Schmorgurken_mit_Speck
Schwäbische Krautkrapfen,66,"Schwäbische Krautkrapfen ist eine deftige schwäbische und Allgäuer Spezialität.
","{'Wacholder', 'Speck', 'Lorbeer', 'Butter', 'Pfeffer', 'Weizenmehl', 'Salz', 'Sauerkraut', 'Pflanzliche Öle', 'Wasser', 'Zwiebel'}","['Schwierigkeit leicht', 'Rezepte mit Alkohol', 'Schwäbische Küche', 'Bayerische Küche', 'Hauptspeisen', 'Sauerkraut']",https://www.kochwiki.org/wiki/Schw%C3%A4bische_Krautkrapfen
Schwarzer Mehlbeutel,67,"Der schwarze Mehlbeutel ist ein Rezept aus dem Kochbuch der Oma des Verfassers.
","{'Butter', 'Blut', 'Ei', 'Milch', 'Weizenmehl', 'Salz', 'Rosine'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Schleswig-Holsteinische Küche', 'Hauptspeisen']",https://www.kochwiki.org/wiki/Schwarzer_Mehlbeutel
Schweinefilets mit mediterranem Gemüse,68,"Für ein schönes Dinner zu zweit eignet sich das Schweinefilet mit mediterranem Gemüse. das Gericht kann man recht einfach herstellen und ist sehr lecker. 
","{'Tomate', 'Butter', 'Schweinefleisch', 'Petersilie', 'Pfeffer', 'Knoblauch', 'Reissorten', 'Salz', 'Zucker', 'Kaiserschote', 'Zwiebel'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Hauptspeisen', 'Mediterrane Küche']",https://www.kochwiki.org/wiki/Schweinefilets_mit_mediterranem_Gem%C3%BCse
Schweinefleisch mit Äpfeln,69,"Schweinefleisch mit Äpfeln ist ein einfaches chinesisches Gericht, das schnell zubereitet ist und auch Kindern sehr gut schmeckt.
","{'Karotte', 'Apfel', 'Mehl', 'Apfelsaft', 'Schweinefleisch', 'Pfeffer', 'Butterschmalz', 'Koriander', 'Salz', 'Paprika', 'Cayennepfeffer'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Chinesische Küche', 'Hauptspeisen']",https://www.kochwiki.org/wiki/Schweinefleisch_mit_%C3%84pfeln
Schweinefleisch Szechuan-Art mit Paprika,70,"Schweinefleisch Szechuan-Art mit Paprika ist ein chinesisches Hauptgericht. Es ist in seiner Heimat sehr, sehr scharf. Diese Version ist für europäische Zungen gemacht und sehr mild.
","{'Erdnussöl', 'Karotte', 'Zucchini', 'Chili', 'Essig', 'Stärkemehl', 'Sojasauce', 'Paprika', 'Salz', 'Schweinefilet', 'Wasser', 'Lauch'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Chinesische Küche', 'Hauptspeisen']",https://www.kochwiki.org/wiki/Schweinefleisch_Szechuan-Art_mit_Paprika
Seppioline mit gedünsteter Ananas in Kurkuma-Kokosmilch,71,"Dieses Rezept ist ein Hausrezept, bestehend aus Seppioline (kleinen Tintenfischen) und einer Reihe asiatischer Zutaten und Gewürze. Es eignet sich für Hauptgänge oder auch optional in kleinerer Portionierung als Startergericht.
","{'Kurkuma', 'Kokosmilch', 'Knoblauchöl', 'Ananas', 'Pfeffer', 'Tintenfisch', 'Salz', 'Wasser', 'Olivenöl', 'Zwiebel'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Hauptspeisen', 'Vorspeisen', 'Tintenfisch', 'Kokosmilch']",https://www.kochwiki.org/wiki/Seppioline_mit_ged%C3%BCnsteter_Ananas_in_Kurkuma-Kokosmilch
Shanghai Garnelen,72,"Shanghai Garnelen sind ein einfaches chinesisches Hauptgericht, das durch Ananas und Mango sehr fruchtig ist.
","{'Chili', 'Knoblauch', 'Sojasauce', 'Paprika', 'Zucker', 'Mango', 'Tomate', 'Essig', 'Ananas', 'Pfeffer', 'Sesamöl', 'Zitrone', 'Chinakohl', 'Karotte', 'Garnele', 'Zwiebel', 'Ketchup', 'Salz', 'Pflanzliche Öle'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Chinesische Küche', 'Hauptspeisen', 'Wok-Küche']",https://www.kochwiki.org/wiki/Shanghai_Garnelen
Sizilianische Reisbällchen,73,"Sizilianische Reisbällchen (ital.: Arancine) sind eine gut sättigende Beilage oder ein eigenständiges Gericht. Im zweiten Fall sollte man allerdings eine Sauce dazu reichen, sie sind sonst sehr trocken. Bei unserem Silvestermenü konnten wir das durch reichlich Wein ausgleichen.
","{'Sellerie', 'Parmesan', 'Mehl', 'Ei', 'Paniermehl', 'Reissorten', 'Salbei', 'Salz', 'Oregano', 'Olivenöl', 'Huhn', 'Zwiebel', 'Rinderhackfleisch'}","['Schwierigkeit mittel bis schwierig', 'Rezepte ohne Alkohol', 'Sizilianische Küche', 'Beilagen', 'Hauptspeisen']",https://www.kochwiki.org/wiki/Sizilianische_Reisb%C3%A4llchen
Spargel aus dem Ofen,74,"Spargel aus Ofen  ist sehr leicht zuzubereiten und eine leckere Vorspeise oder mit Beilagen zusammen ein Hauptgericht. 
","{'Butter', 'Estragon', 'Pfeffer', 'Spargel', 'Salz', 'Zucker', 'Zitrone'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Hauptspeisen', 'Spargel', 'Beilagen']",https://www.kochwiki.org/wiki/Spargel_aus_dem_Ofen
Spargel im Pfannkuchenmantel,75,"Das Rezept Spargel im Pfannkuchenmantel heißt im Original des Chefkochs des Erfurter Evangelischen Augustinerklosters Kutzlebener Spargel im Pfannkuchen mit Kressesoße. Ob hierbei in historischer Zeit die Ordensbrüder oder die Adligen von Kutzleben maßgeblichen Anteil hatten, ist leider nicht überliefert; aber auch ohne das Wissen um die Geschichte des Rezeptes ist es eine eigenwillige, schmackhafte Spargelrezeptvariante.
","{'Tomate', 'Butter', 'Gartenkresse', 'Mehl', 'Ei', 'Europäischer Käse', 'Sahne', 'Milch', 'Pfeffer', 'Schnittlauch', 'Spargel', 'Salz', 'Zucker', 'Kochschinken', 'Sonnenblumenöl', 'Zitrone'}","['Schwierigkeit mittel', 'Rezepte ohne Alkohol', 'Hauptspeisen', 'Spargel']",https://www.kochwiki.org/wiki/Spargel_im_Pfannkuchenmantel
Süß-saure Chinapfanne,76,"Die süß-saure Chinapfanne ist ein der chinesischen Küche nachempfundenes Gericht, das auch für europäische Zungen sehr schmackhaft ist.
","{'Champignon', 'Sojasauce', 'Paprika', 'Wasserkastanie', 'Kaiserschote', 'Zucker', 'Huhn', 'Essig', 'Sherry', 'Sesamöl', 'Chinakohl', 'Sellerie', 'Karotte', 'Mais', 'Garnele', 'Zwiebel', 'Brokkoli', 'Bambussprosse', 'Salz', 'Ingwer'}","['Schwierigkeit leicht bis mittel', 'Rezepte mit Alkohol', 'Chinesische Küche', 'Hauptspeisen']",https://www.kochwiki.org/wiki/S%C3%BC%C3%9F-saure_Chinapfanne
Tempura,77,"Tempura sind japanische Happen, die in einer Hülle aus Tempurateig in heißem Öl (140 bis 190 °C) frittiert werden, bis die Hülle knusprig und goldbraun ist. Zum Frittieren eignen sich verschiedene Fleisch-, Fisch-, Pilz- und Gemüsesorten und Meeresfrüchte, sowie Samenkeime, wie zum Beispiel Sojasprossen. Voraussetzung für ein gutes Ergebnis sind frische Zutaten. Dieses Rezept beinhaltet auch ein Rezept für eine einfache Dip-Sauce.
","{'Ei', 'Zucchini', 'Gemüsebrühe', 'Weizenmehl', 'Salz', 'Sojasauce', 'Mirin', 'Garnele', 'Shiitake', 'Reismehl', 'Pflanzliche Öle', 'Wasser'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Japanische Küche', 'Hauptspeisen']",https://www.kochwiki.org/wiki/Tempura
Thymian-Reisbällchen,78,"Thymian-Reisbällchen ist eine sehr leckere vegetarische Buletten-Variante, die selbst eingefleischte Fleischliebhaber zu überzeugen vermag. Sie eignet sich besonders als Hauptgericht mit Gemüsebeilagen o. ä., weniger (geht aber notfalls auch) als Brotzeit mit Senf.
","{'Pflanzliche Öle', 'Paniermehl', 'Ei', 'Gouda', 'Gewürzthymian', 'Hülsenfrüchte', 'Pfeffer', 'Reissorten', 'Salz', 'Emmentaler'}","['Schwierigkeit leicht', 'Rezepte ohne Alkohol', 'Deutsche Küche', 'Frikadellen', 'Hauptspeisen', 'Hausmannskost', 'Kinderküche', 'Partyrezepte', 'Reis', 'Vegetarische Hauptspeise']",https://www.kochwiki.org/wiki/Thymian-Reisb%C3%A4llchen
Überbackene Kräutereier,79,"Überbackene Kräutereier sind eine willkommene Abwechslung zum österlichen Ei(nerlei). Sehr frisch und schön nach Sonne und Frühling schmecken sie.
","{'Kerbel', 'Butter', 'Senf', 'Ei', 'Petersilie', 'Estragon', 'Pfeffer', 'Crème fraîche', 'Salz', 'Zitrone', 'Schalotte', 'Basilikum'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Hauptspeisen', 'Gekochte Eier', 'Osterküche']",https://www.kochwiki.org/wiki/%C3%9Cberbackene_Kr%C3%A4utereier
Überbackener Lauch,80,"Überbackener Lauch (frz. Gratin au poireaux) ist ein typisch belgisches Rezept.
","{'Butter', 'Zubereitung:Paniermehl herstellen', 'Pfeffer', 'Salz', 'Sauce Mornay', 'Schinken', 'Hartkäsesorten', 'Zitrone', 'Wasser', 'Lauch'}","['Schwierigkeit leicht bis mittel', 'Rezepte ohne Alkohol', 'Belgische Küche', 'Hauptspeisen', 'Lauch', 'Hartkäse']",https://www.kochwiki.org/wiki/%C3%9Cberbackener_Lauch
